date,temperature,relative_humidity,pressure,wind_speed,wind_direction,visibility
2016-07-19,31,58.81,30.13,12,60,10.0
2015-10-06,24,83.34,29.86,5,190,10.0
2019-02-04,19,100.0,30.02,5,330,10.0
2018-08-21,28,78.92,30.08,6,110,10.0
2020-05-28,26,94.23,30.03,3,120,10.0
2022-10-26,30,42.83,29.88,7,310,10.0
2022-11-15,28,69.92,30.1,8,110,10.0
2019-09-11,29,65.98,30.09,8,60,10.0
2016-01-08,20,82.87,29.99,3,280,10.0
2015-12-21,24,88.6,30.21,14,90,10.0
2019-08-13,27,83.68,29.96,0,0,10.0
2014-12-13,22,49.67,30.05,6,30,10.0
2014-07-13,28,74.3,30.06,7,120,10.0
2022-06-25,28,78.92,29.99,0,0,10.0
2015-06-12,28,74.3,30.04,7,110,10.0
2018-02-25,25,73.8,30.13,10,110,10.0
2022-06-19,26,83.57,29.93,3,180,10.0
2022-02-12,21,94.02,30.06,5,290,10.0
2022-11-25,28,74.3,30.07,6,160,10.0
2014-09-05,28,83.79,30.09,6,90,10.0
2022-03-04,21,73.11,30.14,5,90,10.0
2014-05-18,24,57.15,30.07,8,60,10.0
2015-03-22,28,54.58,30.05,9,220,10.0
2017-02-07,26,61.39,30.12,11,120,10.0
2018-05-21,24,100.0,30.02,8,130,10.0
2014-11-09,23,73.46,29.89,0,0,10.0
2022-04-16,27,69.74,30.03,11,100,10.0
2016-08-16,30,74.63,30.12,12,90,10.0
2015-04-06,23,78.21,30.1,6,70,10.0
2021-02-22,22,73.29,30.23,18,90,10.0
2014-05-09,26,65.36,30.17,14,110,10.0
2023-12-24,21,73.11,30.1,7,100,10.0
2015-01-23,26,57.63,30.04,15,140,10.0
2015-05-07,27,57.87,30.05,3,90,10.0
2017-01-04,28,65.77,29.85,8,250,10.0
2016-03-23,21,56.41,30.27,7,80,10.0
2016-06-19,24,94.15,30.04,0,0,10.0
2023-05-23,26,78.64,29.9,3,350,10.0
2015-08-03,27,69.74,29.99,3,140,10.0
2020-11-15,24,94.15,30.02,3,90,10.0
2020-10-04,28,78.92,29.91,8,100,10.0
2021-08-20,29,74.47,30.03,6,100,10.0
2018-10-11,29,83.9,29.93,6,240,10.0
2014-01-04,16,77.16,30.18,5,330,10.0
2015-11-04,27,83.68,30.08,11,90,10.0
2015-02-23,22,94.06,30.19,3,70,10.0
2017-11-29,26,78.64,30.05,8,40,10.0
2020-01-14,24,83.34,30.3,9,100,10.0
2018-01-19,22,53.06,30.23,9,90,10.0
2016-06-03,27,78.78,30.03,0,0,10.0
2019-12-10,26,78.64,30.09,7,130,10.0
2020-06-24,32,55.56,30.05,0,0,10.0
2017-11-22,23,88.52,29.92,0,0,10.0
2019-02-19,24,100.0,30.15,7,110,10.0
2023-03-09,23,68.97,30.05,5,60,10.0
2014-01-20,14,76.84,30.16,3,210,10.0
2015-01-22,20,82.87,30.08,0,0,10.0
2019-02-19,24,100.0,30.14,7,110,10.0
2021-03-01,24,83.34,30.07,6,140,10.0
2021-07-08,28,78.92,30.05,5,150,10.0
2016-12-17,28,65.77,30.11,12,120,10.0
2022-06-12,25,88.68,29.99,0,0,10.0
2014-01-01,26,73.97,30.08,9,130,10.0
2017-12-21,21,100.0,30.09,0,0,6.0
2022-03-01,19,88.19,29.99,7,280,6.0
2015-12-23,25,88.68,30.03,8,150,10.0
2020-03-21,25,73.8,30.26,9,70,10.0
2016-02-29,22,56.66,30.11,9,100,10.0
2017-10-01,31,62.5,29.95,12,100,10.0
2014-03-21,18,93.88,30.0,4,240,6.0
2021-01-29,22,53.06,30.18,9,40,10.0
2018-07-21,28,78.92,30.01,3,240,10.0
2022-01-23,19,88.19,30.1,6,330,10.0
2021-09-28,30,58.58,30.02,7,40,10.0
2022-05-04,24,88.6,30.01,0,0,10.0
2014-10-14,29,74.47,29.94,8,140,10.0
2018-07-19,29,74.47,30.03,7,190,10.0
2017-11-01,26,54.08,30.05,9,70,10.0
2015-11-19,26,83.57,29.99,11,110,10.0
2017-11-26,26,54.08,30.0,8,70,10.0
2023-07-22,28,65.77,29.99,0,0,10.0
2017-05-17,27,69.74,30.0,9,100,10.0
2021-05-16,29,45.37,30.14,9,40,10.0
2020-10-10,27,83.68,29.99,5,110,10.0
2021-01-15,19,68.18,29.96,3,300,10.0
2017-03-31,23,68.97,29.97,6,140,10.0
2021-09-08,27,78.78,30.0,0,0,10.0
2023-01-12,26,57.63,30.18,6,120,10.0
2015-12-28,26,78.64,30.02,9,130,10.0
2017-01-15,24,60.93,30.3,6,60,10.0
2022-09-20,28,78.92,29.93,4,120,10.0
2023-10-22,30,42.83,29.95,3,270,10.0
2020-08-21,27,94.27,29.96,0,0,10.0
2019-09-17,33,41.0,29.88,9,300,10.0
2023-03-09,24,53.58,30.09,12,90,10.0
2016-03-12,23,78.21,30.13,11,110,10.0
2017-02-23,18,82.63,29.64,3,200,10.0
2017-03-20,19,72.76,30.13,4,350,10.0
2019-03-31,26,61.39,30.07,8,130,10.0
2014-04-07,24,78.35,29.94,8,160,10.0
2021-03-27,24,88.6,30.14,10,100,10.0
2022-10-13,28,78.92,30.0,6,110,10.0
2018-10-20,24,94.15,30.05,0,0,10.0
2021-08-31,26,88.76,29.94,0,0,10.0
2017-01-10,23,49.93,30.29,11,70,10.0
2017-05-28,30,70.29,30.02,6,160,10.0
2019-03-04,23,94.11,30.0,4,220,10.0
2022-05-19,27,78.78,30.02,8,140,10.0
2014-12-20,17,82.51,30.04,0,0,10.0
2023-09-12,27,83.68,29.94,0,0,10.0
2023-07-12,27,94.27,30.08,5,150,10.0
2015-01-14,23,88.52,30.06,3,190,10.0
2023-08-18,26,83.57,30.04,0,0,10.0
2021-06-01,27,74.14,30.14,10,60,10.0
2020-03-17,26,61.39,30.18,10,120,10.0
2016-09-14,28,83.79,30.03,3,130,10.0
2019-09-11,29,65.98,30.05,9,60,10.0
2015-09-12,29,79.06,29.99,5,130,10.0
2021-10-06,27,78.78,30.02,3,80,10.0
2022-05-11,24,64.93,30.02,7,30,10.0
2019-01-02,22,94.06,30.14,4,90,10.0
2022-05-24,29,58.35,30.01,13,110,10.0
2016-11-03,23,78.21,30.09,4,350,10.0
2018-08-01,28,83.79,30.08,3,130,10.0
2015-07-09,29,58.35,30.12,8,90,10.0
2015-01-22,25,65.15,30.19,9,80,10.0
2019-05-28,29,51.5,29.94,10,110,10.0
2016-12-04,24,69.16,30.08,7,60,10.0
2014-08-24,33,55.81,29.77,4,60,10.0
2021-12-09,26,69.55,30.1,4,130,10.0
2017-05-20,27,74.14,29.98,12,120,10.0
2019-05-19,31,55.32,30.02,11,70,10.0
2014-08-25,27,94.27,29.75,4,310,10.0
2023-09-09,27,78.78,29.93,5,290,10.0
2014-08-19,28,78.92,29.99,0,0,9.0
2014-08-29,33,59.27,30.01,8,110,10.0
2022-04-08,27,44.83,29.96,8,270,10.0
2023-08-31,31,70.48,29.92,7,240,10.0
2017-11-30,26,73.97,30.08,8,50,10.0
2017-03-13,20,88.27,30.02,0,0,9.0
2020-02-11,24,78.35,30.15,10,100,10.0
2015-12-27,25,78.5,30.14,12,100,10.0
2017-12-27,23,83.22,30.2,7,110,10.0
2014-12-18,22,64.5,30.08,3,160,10.0
2014-03-12,23,78.21,29.9,5,180,10.0
2014-02-08,21,94.02,30.08,0,0,10.0
2015-08-05,28,74.3,30.08,6,130,10.0
2022-05-10,24,69.16,29.99,5,40,10.0
2018-03-04,24,41.17,30.0,6,30,10.0
2023-07-27,29,65.98,30.03,3,40,10.0
2017-09-21,29,74.47,29.94,3,10,10.0
2014-10-30,28,48.09,29.87,5,90,10.0
2017-05-12,31,55.32,29.94,13,130,10.0
2014-06-13,24,83.34,30.02,0,0,10.0
2017-02-09,28,61.84,30.05,11,280,10.0
2014-02-15,23,60.7,30.06,11,260,10.0
2019-07-31,33,55.81,30.05,7,90,10.0
2017-10-14,27,83.68,30.01,7,90,10.0
2015-07-03,31,62.5,30.1,9,120,10.0
2019-11-07,27,69.74,30.08,5,50,10.0
2022-08-17,27,83.68,29.98,4,210,10.0
2014-07-28,28,78.92,30.09,3,250,10.0
2018-11-11,29,65.98,30.04,9,70,10.0
2015-10-15,26,83.57,29.98,0,0,10.0
2014-07-19,28,88.92,30.04,0,0,10.0
2022-02-06,26,57.63,30.06,9,130,10.0
2015-06-10,26,83.57,30.0,3,230,10.0
2016-03-23,22,56.66,30.21,7,80,10.0
2017-05-05,27,69.74,29.88,6,240,10.0
2017-02-18,23,73.46,30.05,7,140,10.0
2015-10-27,27,74.14,29.96,6,130,10.0
2018-04-01,27,57.87,30.02,12,80,10.0
2021-08-12,32,62.71,30.03,11,60,10.0
2021-12-21,24,88.6,29.92,3,170,10.0
2015-11-03,26,83.57,29.98,7,100,10.0
2020-11-14,26,83.57,30.02,3,30,10.0
2022-09-11,31,74.79,30.07,6,110,10.0
2018-05-07,24,88.6,29.95,0,0,7.0
2018-04-10,25,88.68,30.06,4,120,10.0
2015-06-01,26,73.97,30.08,4,110,10.0
2021-10-12,27,78.78,29.93,8,110,10.0
2015-07-04,28,78.92,30.1,5,90,10.0
2020-01-15,22,73.29,30.24,6,90,10.0
2015-10-24,27,69.74,30.05,8,60,10.0
2022-12-12,26,57.63,30.01,6,270,10.0
2015-05-10,26,83.57,30.09,5,110,9.0
2016-07-30,30,70.29,30.06,0,0,10.0
2021-09-28,29,48.35,29.93,11,70,10.0
2016-03-06,20,82.87,30.04,6,330,10.0
2017-11-15,26,69.55,29.89,7,30,10.0
2021-05-02,27,74.14,29.97,7,190,10.0
2023-08-26,29,74.47,29.9,3,20,10.0
2018-02-23,25,65.15,30.26,14,90,10.0
2017-10-30,21,37.64,30.02,7,330,10.0
2021-05-23,26,57.63,30.18,8,80,10.0
2021-06-07,28,69.92,30.07,12,100,10.0
2023-06-28,33,55.81,29.97,3,290,10.0
2020-02-11,24,78.35,30.13,7,110,10.0
2023-03-03,27,65.56,29.89,8,170,10.0
2015-12-30,28,78.92,30.17,14,140,10.0
2019-10-02,28,69.92,29.9,9,60,10.0
2014-05-27,27,69.74,30.13,9,90,10.0
2018-11-17,23,73.46,30.12,6,20,10.0
2014-07-14,27,78.78,30.06,4,140,10.0
2023-11-01,23,78.21,29.91,5,330,10.0
2016-08-22,29,79.06,30.08,3,140,10.0
2020-06-01,32,59.04,30.06,7,90,10.0
2015-11-01,29,70.11,29.99,8,120,10.0
2018-01-18,17,51.75,30.25,8,330,10.0
2016-12-06,24,94.15,29.95,8,170,10.0
2016-07-09,28,78.92,30.06,0,0,10.0
2016-11-08,25,57.39,30.06,8,60,10.0
2018-06-21,28,78.92,29.96,4,210,10.0
2018-02-23,26,65.36,30.34,14,100,10.0
2018-07-19,26,88.76,30.0,4,200,10.0
2021-11-02,24,73.63,30.1,0,0,10.0
2015-11-17,28,65.77,30.02,17,90,10.0
2021-02-09,22,94.06,30.12,5,100,4.0
2016-07-26,32,55.56,30.03,12,110,10.0
2018-10-12,27,94.27,29.9,4,190,10.0
2015-07-01,33,52.52,30.08,9,100,10.0
2015-07-10,27,74.14,30.11,5,120,10.0
2023-08-10,29,83.9,29.96,0,0,10.0
2019-12-12,27,61.61,30.1,10,120,10.0
2023-07-25,34,46.71,30.14,8,90,10.0
2022-08-14,27,74.14,30.03,0,0,10.0
2022-09-22,27,83.68,29.82,3,310,10.0
2020-02-04,23,64.72,30.1,5,130,10.0
2017-03-30,25,65.15,29.95,9,140,10.0
2022-02-22,23,78.21,30.2,9,90,10.0
2020-07-12,26,88.76,29.98,5,170,10.0
2022-10-09,26,88.76,30.0,4,20,10.0
2015-02-22,23,83.22,30.15,9,110,10.0
2016-07-26,31,58.81,30.03,12,130,10.0
2014-07-08,31,66.38,30.13,8,140,10.0
2019-03-05,27,74.14,30.08,7,250,10.0
2014-01-14,26,78.64,30.06,10,190,10.0
2018-07-13,24,88.6,30.09,0,0,10.0
2016-03-02,28,39.62,30.05,6,230,10.0
2021-02-20,17,72.4,30.16,7,20,10.0
2014-08-12,27,78.78,30.02,3,200,10.0
2018-07-17,28,78.92,30.1,3,150,10.0
2016-02-20,22,60.47,30.19,12,90,10.0
2023-12-03,25,88.68,30.01,0,0,10.0
2020-07-29,29,74.47,30.08,5,90,10.0
2019-03-11,24,88.6,30.17,11,110,10.0
2018-02-10,24,83.34,30.14,10,110,10.0
2017-01-28,21,37.64,30.11,4,10,10.0
2014-03-20,23,73.46,30.0,0,0,10.0
2018-08-06,28,78.92,30.12,11,110,10.0
2020-08-28,29,83.9,30.08,0,0,10.0
2014-08-02,26,88.76,29.91,0,0,10.0
2023-10-12,29,83.9,29.8,7,160,10.0
2015-07-08,32,52.27,30.08,11,110,10.0
2022-04-05,29,70.11,29.98,11,140,10.0
2014-04-11,27,54.33,30.17,8,110,10.0
2016-04-11,23,64.72,30.14,11,80,10.0
2018-05-04,26,73.97,30.09,10,60,10.0
2018-02-04,27,65.56,30.06,11,150,10.0
2021-09-25,25,94.19,29.95,0,0,10.0
2016-04-13,26,54.08,30.01,8,60,10.0
2015-11-13,27,78.78,30.03,3,120,10.0
2015-05-08,24,83.34,30.03,8,170,10.0
2020-05-22,27,83.68,30.07,7,110,10.0
2018-05-16,22,100.0,29.93,0,0,10.0
2021-02-11,23,88.52,30.12,7,100,10.0
2015-04-01,21,73.11,30.14,3,290,10.0
2023-08-15,29,79.06,30.0,0,0,10.0
2014-11-09,22,83.11,29.86,0,0,10.0
2023-06-25,26,94.23,29.99,0,0,10.0
2019-07-22,30,66.18,30.02,5,70,10.0
2019-05-26,26,65.36,30.07,13,80,10.0
2015-07-05,29,70.11,30.1,11,120,10.0
2015-09-12,31,74.79,29.97,8,200,10.0
2016-10-03,28,78.92,29.87,7,100,10.0
2019-09-27,31,55.32,29.93,12,80,10.0
2019-03-08,21,56.41,30.24,5,40,10.0
2014-09-30,25,94.19,29.87,3,180,10.0
2021-06-07,29,65.98,30.07,12,80,10.0
2023-09-03,26,69.55,29.96,3,330,10.0
2022-11-24,26,78.64,30.03,5,20,10.0
2016-05-19,26,78.64,30.05,7,190,10.0
2014-08-14,30,70.29,30.06,4,210,10.0
2016-07-07,28,74.3,30.12,8,100,10.0
2016-11-28,23,68.97,30.04,9,50,10.0
2022-10-17,27,74.14,29.92,7,110,10.0
2021-11-03,23,78.21,30.03,0,0,10.0
2019-01-18,19,88.19,30.18,0,0,10.0
2015-06-16,32,55.56,30.09,9,80,10.0
2015-12-03,24,94.15,29.97,3,130,10.0
2020-09-14,27,88.84,29.93,4,110,10.0
2021-06-27,26,88.76,30.03,5,100,10.0
2017-01-30,22,46.47,30.18,4,350,10.0
2015-07-03,33,55.81,30.08,8,80,10.0
2020-08-14,30,70.29,29.97,8,120,10.0
2018-09-28,28,78.92,30.02,8,100,10.0
2022-06-28,28,74.3,30.04,6,140,10.0
2016-10-21,28,51.25,29.8,4,320,10.0
2016-12-20,28,65.77,30.22,5,30,10.0
2020-09-30,31,62.5,29.95,6,90,10.0
2023-02-25,21,82.99,30.22,0,0,10.0
2017-09-08,30,74.63,29.96,8,80,10.0
2014-01-05,23,83.22,30.05,7,130,10.0
2017-12-18,21,94.02,30.22,0,0,7.0
2015-08-07,33,52.52,30.0,7,110,10.0
2014-05-11,26,73.97,30.07,13,120,10.0
2019-02-12,23,94.11,30.09,8,110,10.0
2021-03-26,24,88.6,30.1,9,130,10.0
2020-09-19,28,88.92,29.9,3,280,10.0
2021-03-28,25,73.8,30.09,8,140,10.0
2023-01-20,19,93.93,30.1,0,0,10.0
2018-08-03,26,100.0,30.07,0,0,10.0
2021-01-18,22,56.66,30.18,6,340,10.0
2018-09-05,30,70.29,29.99,14,80,10.0
2021-01-14,21,60.24,29.97,4,350,10.0
2014-06-06,30,62.28,29.94,11,100,10.0
2022-04-05,25,88.68,29.94,5,110,10.0
2016-09-28,27,83.68,30.02,3,190,10.0
2022-06-05,24,94.15,29.71,4,280,10.0
2014-05-30,30,62.28,30.02,10,140,10.0
2020-06-05,29,79.06,29.99,10,140,10.0
2014-06-09,23,94.11,30.0,0,0,10.0
2023-05-10,24,83.34,30.0,0,0,10.0
2017-05-26,27,78.78,29.99,3,260,10.0
2022-02-02,21,60.24,30.13,8,80,10.0
2019-04-10,22,94.06,29.86,5,220,10.0
2022-05-06,32,40.72,29.9,8,260,10.0
2016-02-20,21,56.41,30.29,9,60,10.0
2018-11-13,26,88.76,30.05,6,120,10.0
2021-11-15,23,68.97,30.15,5,30,10.0
2022-02-11,19,82.75,30.02,3,340,10.0
2021-04-18,29,65.98,29.87,12,170,10.0
2015-02-23,23,88.52,30.19,0,0,10.0
2020-07-31,29,79.06,29.98,10,100,10.0
2023-05-01,28,48.09,29.87,9,140,10.0
2022-06-29,27,78.78,30.11,5,130,10.0
2020-09-23,26,61.39,29.96,3,30,10.0
2016-04-06,25,57.39,30.13,20,90,10.0
2014-12-20,21,68.58,30.08,3,130,10.0
2017-09-06,29,79.06,29.96,4,110,10.0
2018-08-24,25,88.68,29.95,0,0,10.0
2021-02-15,24,94.15,30.02,0,0,10.0
2016-03-06,19,88.19,30.06,7,320,10.0
2023-06-19,28,74.3,29.96,5,240,10.0
2017-12-19,22,88.44,30.21,0,0,10.0
2019-07-08,28,74.3,29.97,0,0,10.0
2017-01-11,21,68.58,30.32,0,0,10.0
2018-09-10,26,100.0,29.95,0,0,10.0
2016-02-17,24,33.6,30.1,5,330,10.0
2015-06-24,29,70.11,30.13,5,110,10.0
2021-01-17,16,63.17,30.05,5,290,10.0
2021-06-18,28,74.3,30.02,9,80,10.0
2020-03-01,19,37.06,30.3,6,350,10.0
2023-11-21,27,57.87,30.02,10,110,10.0
2021-08-21,31,62.5,29.95,8,130,10.0
2020-08-14,32,59.04,30.0,9,110,10.0
2017-10-17,28,78.92,29.95,5,100,10.0
2019-10-31,28,69.92,30.03,8,90,10.0
2015-09-21,28,78.92,29.92,3,50,10.0
2015-07-18,27,69.74,30.06,0,0,10.0
2014-11-20,17,82.51,30.14,7,340,10.0
2021-08-09,31,66.38,30.12,9,140,10.0
2015-03-09,28,54.58,30.17,10,110,10.0
2016-10-08,32,59.04,29.82,8,260,10.0
2019-10-14,30,58.58,30.0,12,110,10.0
2019-11-05,28,65.77,30.09,6,90,10.0
2023-07-18,27,83.68,30.07,0,0,10.0
2021-06-22,29,74.47,30.04,6,140,10.0
2020-06-28,32,62.71,30.07,5,90,10.0
2014-10-22,24,88.6,29.92,0,0,10.0
2022-11-05,24,83.34,29.92,5,10,10.0
2015-04-18,25,83.45,30.0,3,220,10.0
2021-10-19,26,61.39,30.05,6,40,10.0
2017-06-13,27,83.68,30.01,3,50,10.0
2018-04-11,25,61.16,30.04,12,20,10.0
2019-01-29,10,87.38,30.06,6,330,10.0
2014-03-21,27,61.61,30.03,11,110,10.0
2019-04-02,25,50.46,30.04,5,230,10.0
2015-09-03,28,88.92,30.02,0,0,10.0
2021-09-24,29,74.47,29.98,3,260,10.0
2015-08-19,29,79.06,30.02,7,110,10.0
2017-12-16,21,64.29,30.17,0,0,10.0
2020-09-30,28,78.92,29.94,4,210,10.0
2019-02-19,24,100.0,30.14,7,130,10.0
2022-10-31,29,70.11,29.92,12,100,10.0
2023-11-26,25,78.5,30.03,4,130,10.0
2023-10-31,27,74.14,29.87,0,0,10.0
2023-01-21,21,82.99,30.1,0,0,10.0
2014-05-10,27,69.74,30.11,13,80,10.0
2023-09-05,29,70.11,29.99,9,80,10.0
2016-11-25,24,64.93,30.16,8,90,10.0
2019-12-12,25,78.5,30.19,3,350,10.0
2021-09-30,30,66.18,29.98,13,90,10.0
2020-02-05,20,77.77,30.07,4,120,10.0
2016-10-15,30,66.18,30.08,12,80,10.0
2018-04-29,21,88.35,30.0,0,0,10.0
2020-02-08,17,59.28,30.13,4,360,10.0
2021-04-01,24,83.34,30.09,3,110,10.0
2018-09-18,29,74.47,29.9,7,110,10.0
2015-04-02,21,73.11,30.17,4,350,10.0
2014-06-16,31,58.81,30.15,12,80,10.0
2019-10-30,29,62.06,29.99,9,110,10.0
2023-04-03,28,65.77,30.08,8,120,10.0
2022-06-09,27,88.84,30.03,3,210,10.0
2017-02-04,23,64.72,30.22,3,350,10.0
2018-12-18,24,50.2,30.04,0,0,10.0
2014-10-01,33,49.4,29.89,9,240,10.0
2015-08-22,27,88.84,29.97,3,270,10.0
2015-07-04,25,78.5,30.06,0,0,10.0
2015-05-25,27,74.14,30.16,13,100,10.0
2018-09-22,28,78.92,30.02,7,100,10.0
2018-02-13,27,69.74,30.39,12,100,10.0
2015-12-24,26,83.57,30.09,9,140,10.0
2017-01-28,16,51.48,30.08,5,330,10.0
2016-02-01,22,78.06,30.09,6,110,10.0
2014-02-19,20,82.87,30.15,4,100,10.0
2020-10-23,26,73.97,29.93,8,100,10.0
2015-02-02,21,77.92,30.05,5,170,10.0
2016-08-06,28,78.92,30.01,4,150,10.0
2020-03-13,24,60.93,30.04,9,90,10.0
2020-03-20,24,69.16,30.28,13,100,10.0
2023-07-28,28,78.92,30.03,4,110,10.0
2015-04-07,24,78.35,30.16,10,90,10.0
2018-08-17,29,74.47,30.19,9,90,10.0
2017-05-03,22,94.06,29.97,0,0,10.0
2023-06-11,28,69.92,29.92,3,200,10.0
2021-06-21,31,66.38,30.13,8,130,10.0
2020-12-30,24,69.16,30.09,15,100,10.0
2022-05-28,31,58.81,29.97,5,190,10.0
2017-09-20,29,74.47,29.99,3,20,10.0
2023-02-05,27,61.61,30.07,7,190,10.0
2014-10-06,30,58.58,30.02,14,90,10.0
2017-08-15,29,70.11,30.0,0,0,10.0
2016-11-16,22,78.06,29.91,0,0,10.0
2018-10-03,29,65.98,29.93,10,60,10.0
2021-06-02,25,78.5,30.08,8,80,10.0
2015-08-11,33,55.81,30.01,5,90,10.0
2014-12-06,26,57.63,30.17,9,60,10.0
2015-03-03,26,61.39,30.22,14,90,10.0
2017-02-16,24,50.2,29.97,10,280,8.0
2021-03-17,23,78.21,30.06,7,120,10.0
2021-01-10,19,48.86,30.18,6,310,10.0
2021-01-27,29,45.37,30.02,11,250,10.0
2022-07-12,28,74.3,30.01,0,0,10.0
2023-07-25,34,52.77,30.08,10,80,10.0
2015-01-02,27,69.74,30.25,11,120,10.0
2015-08-27,25,94.19,29.92,4,320,10.0
2023-06-14,32,62.71,30.0,7,180,10.0
2017-05-31,32,55.56,30.1,11,130,10.0
2017-08-17,28,74.3,30.04,4,90,10.0
2022-11-07,27,74.14,30.0,9,50,10.0
2017-08-08,29,70.11,30.0,8,130,10.0
2021-06-07,30,62.28,30.08,11,100,10.0
2022-01-28,18,100.0,30.02,6,310,4.0
2022-04-23,25,69.36,30.13,9,70,10.0
2017-08-23,27,83.68,29.91,0,0,10.0
2014-01-04,21,73.11,30.1,7,60,10.0
2018-12-19,22,73.29,30.09,3,40,10.0
2018-08-28,25,94.19,30.03,3,110,10.0
2020-01-07,21,52.8,30.2,0,0,10.0
2016-02-24,23,94.11,29.92,6,140,10.0
2021-10-06,26,83.57,30.01,5,100,10.0
2017-04-02,25,88.68,30.02,0,0,10.0
2020-06-30,29,70.11,30.04,0,0,10.0
2018-04-08,22,100.0,29.88,4,190,10.0
2019-09-10,29,70.11,30.12,7,50,10.0
2016-02-02,21,100.0,30.03,0,0,6.0
2021-04-08,23,64.72,30.04,8,110,10.0
2016-01-07,17,93.84,29.99,4,330,6.0
2021-12-28,23,83.22,30.06,3,220,10.0
2014-05-20,26,57.63,30.13,12,60,10.0
2014-05-22,22,73.29,30.11,0,0,10.0
2014-08-17,27,88.84,30.09,6,360,10.0
2020-01-13,26,61.39,30.34,16,100,10.0
2021-04-25,24,94.15,29.93,3,180,10.0
2019-12-08,21,64.29,30.11,5,350,10.0
2018-10-15,27,83.68,30.04,7,100,10.0
2021-11-25,24,60.93,30.13,8,90,10.0
2020-06-16,26,78.64,30.05,6,30,10.0
2015-08-05,28,74.3,30.06,3,120,10.0
2019-02-12,25,78.5,30.03,10,150,10.0
2015-01-03,25,83.45,30.22,9,110,10.0
2015-08-17,30,70.29,30.09,8,70,10.0
2023-06-06,23,88.52,29.95,4,10,10.0
2017-10-15,28,78.92,29.98,5,80,10.0
2016-12-27,27,57.87,30.15,9,130,10.0
2016-02-22,23,64.72,30.11,7,90,10.0
2022-03-23,24,78.35,30.03,12,100,10.0
2016-04-09,23,49.93,30.07,7,50,10.0
2022-02-17,23,88.52,30.19,11,100,10.0
2017-10-15,26,88.76,29.98,0,0,10.0
2014-09-14,30,58.58,30.13,9,150,10.0
2018-04-22,25,83.45,30.11,7,90,10.0
2022-08-09,28,83.79,30.06,5,100,10.0
2014-05-28,26,78.64,30.04,6,80,10.0
2015-11-06,25,88.68,30.08,7,90,10.0
2022-06-21,27,83.68,30.08,4,20,10.0
2015-03-10,24,78.35,30.14,9,90,10.0
2015-07-24,28,78.92,30.06,0,0,10.0
2022-09-30,22,78.06,29.76,9,330,10.0
2019-12-14,25,61.16,29.91,7,260,10.0
2023-05-28,31,55.32,29.97,6,300,10.0
2015-08-20,29,74.47,29.99,8,110,10.0
2023-06-12,27,83.68,29.95,4,170,10.0
2022-11-01,26,94.23,30.05,6,100,10.0
2021-10-21,27,61.61,30.13,9,50,10.0
2023-10-01,27,83.68,29.9,5,350,10.0
2014-07-18,26,88.76,30.04,5,190,10.0
2021-08-22,32,70.66,30.05,8,110,10.0
2019-01-05,24,53.58,30.04,3,300,10.0
2019-07-23,26,78.64,29.98,0,0,10.0
2014-11-14,27,44.83,29.99,7,280,10.0
2015-01-31,21,56.41,30.23,3,360,10.0
2023-03-22,26,57.63,30.27,13,100,10.0
2016-07-09,33,55.81,30.07,9,150,10.0
2022-03-11,26,78.64,29.95,9,160,10.0
2015-06-12,30,66.18,30.09,16,80,10.0
2019-09-08,28,74.3,29.99,4,190,10.0
2018-12-03,26,94.23,30.0,6,130,8.0
2016-12-22,20,88.27,30.12,6,320,5.0
2014-02-26,23,78.21,30.0,6,270,10.0
2023-02-20,29,54.83,30.14,6,170,10.0
2021-02-23,28,58.11,30.02,5,320,10.0
2019-04-06,28,65.77,30.16,11,100,10.0
2015-07-21,29,74.47,30.01,4,180,10.0
2023-12-10,24,73.63,30.12,11,110,10.0
2023-12-12,15,82.26,30.16,7,330,10.0
2023-02-24,29,51.5,30.26,7,100,10.0
2017-10-22,28,74.3,30.03,10,110,10.0
2023-06-09,27,78.78,29.86,4,210,10.0
2017-04-09,20,49.13,30.04,5,320,10.0
2016-12-15,22,83.11,30.1,5,330,6.0
2023-03-06,23,83.22,30.11,0,0,10.0
2017-01-18,28,51.25,30.11,6,140,10.0
2022-01-05,24,88.6,30.01,6,110,10.0
2019-12-11,28,65.77,30.13,9,120,10.0
2022-12-18,23,100.0,30.04,4,320,7.0
2014-10-01,30,70.29,29.96,8,250,10.0
2014-01-08,11,81.75,30.3,5,340,10.0
2019-12-14,23,78.21,29.87,7,220,10.0
2021-07-18,28,78.92,30.11,7,100,10.0
2014-06-22,28,74.3,30.02,3,240,10.0
2017-08-09,32,55.56,30.07,10,110,10.0
2016-02-27,15,62.95,30.24,8,320,10.0
2021-02-25,24,83.34,30.14,3,100,10.0
2021-11-28,20,60.0,30.1,5,330,10.0
2020-07-07,29,70.11,30.07,0,0,10.0
2016-01-10,23,94.11,29.9,5,170,10.0
2017-07-06,29,70.11,30.14,8,80,10.0
2020-07-12,27,83.68,29.94,3,190,10.0
2019-07-18,29,65.98,30.1,6,80,10.0
2023-12-07,17,39.17,30.16,6,360,10.0
2016-05-27,25,78.5,30.03,5,50,10.0
2020-12-11,24,53.58,30.12,7,70,10.0
2016-01-31,24,64.93,30.07,9,130,10.0
2014-09-16,32,55.56,30.04,7,110,10.0
2021-06-29,27,78.78,30.09,5,80,10.0
2019-09-24,26,65.36,29.9,0,0,10.0
