date,temperature,relative_humidity,pressure,wind_speed,wind_direction,visibility
2014-10-26,22,78.06,29.91,6,340,10.0
2022-03-02,24,69.16,30.09,5,30,10.0
2023-07-20,32,59.04,30.03,7,130,10.0
2020-08-27,30,79.2,30.02,5,140,10.0
2016-05-01,28,58.11,29.97,10,110,10.0
2014-04-12,22,73.29,30.1,4,80,10.0
2016-02-15,21,60.24,30.17,14,100,10.0
2018-03-03,23,40.89,30.07,3,20,10.0
2022-04-09,19,59.76,30.04,3,290,10.0
2014-05-21,25,61.16,30.13,10,70,10.0
2021-08-20,29,74.47,29.99,0,0,10.0
2016-12-14,29,65.98,30.02,6,160,10.0
2018-09-11,28,78.92,30.02,5,30,10.0
2014-02-10,19,88.19,30.02,0,0,10.0
2020-11-01,27,83.68,30.05,6,90,10.0
2022-02-04,23,78.21,30.14,9,120,10.0
2019-12-11,28,69.92,30.17,10,130,10.0
2017-07-10,29,74.47,30.08,7,110,10.0
2016-11-12,26,61.39,30.02,7,100,10.0
2018-09-12,27,88.84,29.94,0,0,10.0
2022-11-05,28,58.11,29.9,6,70,10.0
2023-06-06,28,69.92,29.91,6,40,10.0
2023-08-01,29,79.06,30.02,0,0,10.0
2018-11-07,26,83.57,30.03,6,100,10.0
2015-11-11,28,69.92,30.07,0,0,10.0
2020-12-27,14,67.15,30.12,5,320,10.0
2016-02-19,21,56.41,30.3,7,50,10.0
2016-01-19,17,33.96,30.26,6,20,10.0
2023-07-22,31,70.48,29.99,4,210,10.0
2023-03-16,18,72.58,30.14,5,340,10.0
2022-02-20,21,77.92,30.17,7,350,10.0
2019-07-10,31,58.81,30.05,6,160,10.0
2021-04-30,27,74.14,30.05,5,120,10.0
2019-03-21,19,93.93,29.99,6,340,10.0
2014-07-09,26,88.76,30.09,0,0,10.0
2015-07-15,27,78.78,30.0,4,220,10.0
2015-07-07,28,74.3,30.09,6,90,8.0
2014-02-04,24,88.6,30.11,5,90,10.0
2020-09-01,27,88.84,30.0,0,0,10.0
2020-03-30,26,78.64,30.15,9,80,10.0
2022-05-11,21,82.99,30.01,6,320,10.0
2020-05-16,22,100.0,29.85,6,270,2.0
2018-07-07,30,66.18,30.12,4,80,10.0
2015-11-07,26,88.76,30.03,6,100,10.0
2017-02-10,25,73.8,30.11,4,260,10.0
2020-07-10,31,62.5,29.97,7,250,10.0
2016-06-13,26,83.57,30.02,0,0,10.0
2014-09-27,32,62.71,29.94,12,110,10.0
2021-03-23,22,60.47,29.95,6,140,10.0
2018-01-11,21,88.35,29.99,6,130,10.0
2023-08-08,29,79.06,30.05,0,0,10.0
2016-06-26,29,74.47,30.11,8,120,10.0
2016-09-15,27,83.68,30.06,0,0,10.0
2017-06-30,28,74.3,30.07,3,110,10.0
2023-08-14,30,74.63,30.03,5,120,10.0
2015-02-23,28,58.11,30.12,10,150,10.0
2021-11-08,17,88.01,30.07,5,340,10.0
2022-05-31,24,94.15,29.98,0,0,10.0
2015-03-12,26,73.97,30.19,6,70,10.0
2022-11-10,26,73.97,29.8,5,170,10.0
2017-04-05,25,78.5,30.02,5,130,10.0
2019-07-21,29,70.11,30.06,6,90,10.0
2018-11-10,27,69.74,30.01,7,60,10.0
2017-08-06,32,62.71,30.06,10,110,10.0
2023-04-01,25,65.15,30.18,9,100,10.0
2014-07-16,31,62.5,30.0,7,220,10.0
2022-07-11,33,55.81,29.97,12,120,10.0
2015-09-28,24,94.15,29.88,0,0,10.0
2015-07-27,26,78.64,29.98,5,170,10.0
2016-06-04,27,78.78,30.0,0,0,10.0
2015-04-27,26,83.57,29.8,0,0,8.0
2019-06-11,29,70.11,30.05,5,200,10.0
2014-01-21,17,77.31,30.08,3,220,10.0
2021-07-13,29,74.47,30.19,13,90,10.0
2017-07-07,29,74.47,30.1,6,130,10.0
2023-09-07,27,74.14,29.92,0,0,10.0
2021-03-20,14,82.14,30.07,7,280,10.0
2022-09-02,26,83.57,30.0,0,0,10.0
2020-08-15,28,83.79,29.94,0,0,10.0
2018-11-18,27,61.61,30.06,11,110,10.0
2020-07-03,31,62.5,29.99,0,0,10.0
2022-06-23,29,54.83,29.95,0,0,10.0
2016-05-20,26,88.76,30.04,0,0,10.0
2015-06-04,25,78.5,29.94,4,90,10.0
2015-09-05,26,88.76,29.94,0,0,10.0
2016-05-25,25,83.45,30.11,6,90,10.0
2018-11-19,25,83.45,30.05,8,130,10.0
2023-03-18,27,61.61,29.95,10,190,10.0
2021-08-12,29,74.47,30.09,7,60,10.0
2022-03-11,25,88.68,30.06,0,0,10.0
2022-03-16,22,100.0,30.03,4,120,10.0
2015-09-01,28,78.92,30.06,0,0,10.0
2015-06-08,26,73.97,30.0,3,90,10.0
2019-11-01,29,62.06,30.01,8,90,10.0
2017-02-09,27,65.56,30.09,7,270,10.0
2020-01-30,20,88.27,29.93,4,290,10.0
2021-10-18,27,57.87,30.0,9,60,10.0
2017-12-25,21,82.99,30.15,0,0,10.0
2016-01-09,18,100.0,29.85,0,0,8.0
2022-07-09,28,83.79,30.09,4,140,10.0
2019-12-06,26,44.56,30.11,8,110,10.0
2020-04-10,31,58.81,29.9,11,250,10.0
2020-09-02,32,66.58,29.94,12,90,10.0
2020-10-11,27,83.68,29.98,3,180,10.0
2020-01-02,19,77.62,30.04,0,0,10.0
2014-06-05,28,61.84,29.96,8,100,10.0
2022-09-06,30,70.29,30.03,6,120,10.0
2015-08-25,29,79.06,29.91,8,120,10.0
2021-01-16,17,67.77,30.02,4,280,10.0
2015-06-17,30,62.28,30.11,6,80,10.0
2016-05-24,30,58.58,30.09,5,20,10.0
2015-11-12,28,74.3,29.97,10,80,10.0
2017-03-09,24,60.93,30.13,7,100,10.0
2017-02-03,27,57.87,30.11,6,110,10.0
2015-04-01,27,44.83,30.17,0,0,10.0
2014-09-26,26,83.57,29.99,0,0,10.0
2015-04-08,26,69.55,30.16,10,60,10.0
2021-07-31,27,88.84,30.06,0,0,10.0
2017-01-12,27,50.99,30.33,11,110,10.0
2017-12-18,26,73.97,30.24,7,130,10.0
2020-04-21,29,70.11,29.93,5,130,10.0
2021-11-16,23,68.97,30.15,8,50,10.0
2017-02-18,19,77.62,30.06,4,120,10.0
2015-02-27,24,83.34,30.0,3,280,10.0
2020-07-07,31,74.79,30.08,0,0,10.0
2016-08-08,26,100.0,29.96,4,120,10.0
2014-01-03,22,94.06,29.94,4,240,8.0
2018-09-14,31,66.38,29.96,7,140,10.0
2016-05-24,25,78.5,30.02,0,0,10.0
2017-10-13,30,66.18,29.94,12,110,10.0
2014-08-07,33,55.81,30.02,8,130,10.0
2022-12-20,22,83.11,30.15,4,60,10.0
2018-12-13,24,64.93,30.08,8,120,10.0
2022-11-15,29,62.06,30.12,9,90,10.0
2022-12-03,26,57.63,30.2,9,70,10.0
2015-11-09,29,70.11,30.06,10,110,10.0
2021-07-04,33,59.27,29.97,11,110,10.0
2022-01-17,18,77.46,29.93,6,210,10.0
2017-12-30,17,82.51,30.13,8,320,10.0
2022-05-19,32,59.04,29.98,10,140,10.0
2018-08-08,28,88.92,30.1,3,120,10.0
2015-02-22,25,65.15,30.23,11,120,10.0
2019-08-22,28,69.92,30.01,0,0,10.0
2023-07-21,32,62.71,30.02,8,120,10.0
2020-11-23,23,88.52,30.02,7,330,10.0
2017-08-13,28,74.3,29.97,3,10,10.0
2014-07-27,30,66.18,30.07,10,160,10.0
2023-03-17,21,56.41,30.07,8,120,10.0
2019-06-20,27,83.68,30.0,3,140,10.0
2014-03-05,23,78.21,29.99,6,140,10.0
2014-05-28,27,74.14,30.08,8,90,10.0
2019-02-02,22,83.11,30.13,7,100,10.0
2021-04-25,27,78.78,29.97,4,160,10.0
2015-05-18,28,58.11,30.09,12,90,10.0
2014-03-29,24,88.6,30.05,8,150,10.0
2023-10-07,29,70.11,29.91,5,130,10.0
2021-05-25,29,51.5,30.18,9,120,10.0
2022-07-08,32,59.04,30.05,12,130,10.0
2020-09-19,27,88.84,29.9,0,0,10.0
2019-04-25,24,73.63,30.0,6,100,10.0
2019-01-11,21,60.24,30.14,5,50,10.0
2016-02-05,19,59.76,30.14,7,20,10.0
2019-11-10,23,68.97,30.09,4,360,10.0
2018-12-08,23,68.97,30.25,10,90,10.0
2014-07-16,30,70.29,30.01,9,210,10.0
2015-09-02,32,62.71,29.99,11,120,10.0
2022-05-11,29,48.35,29.98,10,10,10.0
2014-07-11,26,83.57,30.13,0,0,10.0
2015-03-24,23,83.22,30.04,6,330,10.0
2015-12-12,27,69.74,30.16,9,70,10.0
2014-08-07,29,74.47,30.04,3,160,10.0
2022-02-23,24,83.34,30.24,9,90,10.0
2014-02-11,22,83.11,30.01,0,0,10.0
2017-06-28,32,62.71,30.03,0,0,10.0
2023-06-30,29,79.06,29.96,0,0,10.0
2017-08-08,29,70.11,30.0,8,110,10.0
2016-07-30,27,74.14,30.02,0,0,10.0
2020-08-23,33,62.93,29.95,15,90,10.0
2020-05-17,30,62.28,29.96,4,180,10.0
2021-07-26,29,74.47,29.93,4,170,10.0
2022-01-06,24,64.93,30.0,7,120,10.0
2023-11-20,26,65.36,30.02,11,110,10.0
2020-08-22,30,70.29,29.99,5,140,10.0
2023-05-13,28,58.11,30.06,11,90,10.0
2019-09-09,32,59.04,30.11,8,90,10.0
2023-02-18,22,100.0,30.15,0,0,7.0
2019-07-01,33,52.52,30.07,7,270,10.0
2021-01-12,24,64.93,30.11,5,130,10.0
2014-07-15,27,78.78,30.02,3,110,10.0
2021-01-04,23,88.52,30.02,4,180,10.0
2023-08-20,26,88.76,29.97,4,140,10.0
2018-09-17,28,88.92,29.93,4,120,10.0
2017-02-26,22,78.06,29.99,5,270,10.0
2017-12-22,21,100.0,30.12,0,0,6.0
2019-11-18,16,77.16,29.88,5,290,10.0
2021-06-30,24,94.15,30.13,4,350,10.0
2021-01-11,17,59.28,30.22,5,30,10.0
2017-04-30,27,69.74,30.08,12,100,10.0
2022-12-07,24,69.16,30.21,0,0,10.0
2016-01-06,22,68.77,29.99,8,40,10.0
2016-06-02,27,78.78,30.02,7,120,10.0
2017-08-05,31,58.81,30.04,10,120,10.0
2015-07-11,30,58.58,30.14,4,70,10.0
2020-09-30,27,83.68,29.94,0,0,10.0
2016-07-10,32,55.56,30.09,7,130,10.0
2022-07-07,31,66.38,30.05,8,140,10.0
2020-08-10,30,70.29,30.12,8,80,10.0
2020-04-19,30,62.28,29.9,10,170,10.0
2017-04-18,23,73.46,30.06,9,100,10.0
2016-09-15,25,94.19,29.98,0,0,10.0
2023-09-13,31,66.38,29.94,5,320,10.0
2022-09-20,27,83.68,29.9,4,360,10.0
2020-07-30,33,59.27,30.07,9,80,10.0
2023-01-24,21,73.11,30.12,3,360,10.0
2014-08-01,27,83.68,29.95,6,120,10.0
2017-03-28,21,68.58,30.02,0,0,10.0
2015-06-21,28,74.3,30.13,0,0,10.0
2019-02-12,24,88.6,30.02,7,140,10.0
2016-05-25,26,73.97,30.11,8,80,10.0
2020-07-26,29,74.47,30.04,7,110,10.0
2015-11-03,27,78.78,30.0,8,110,10.0
2015-09-25,27,83.68,29.92,6,110,10.0
2022-08-02,30,70.29,30.11,5,120,10.0
2020-10-12,28,83.79,29.98,5,300,10.0
2015-07-01,26,73.97,30.11,3,100,10.0
2017-10-06,28,94.32,29.91,8,100,10.0
2016-05-12,23,73.46,30.09,0,0,10.0
2014-04-19,27,69.74,29.97,7,270,10.0
2021-12-05,23,64.72,30.15,3,10,10.0
2023-08-14,34,56.05,30.04,10,150,10.0
2022-05-24,28,69.92,30.04,15,100,10.0
2019-01-12,21,73.11,30.16,9,50,10.0
2017-04-29,27,74.14,30.08,9,120,10.0
2023-03-06,30,45.64,30.08,5,280,10.0
2019-12-11,25,83.45,30.13,3,110,10.0
2016-02-14,21,56.41,30.16,13,80,10.0
2017-01-14,24,57.15,30.27,14,90,10.0
2022-11-11,30,58.58,29.88,10,210,10.0
2020-01-17,22,78.06,30.22,3,340,10.0
2018-10-27,27,83.68,29.86,9,240,10.0
2019-09-27,27,61.61,29.91,7,60,10.0
2020-08-17,28,78.92,29.97,4,220,10.0
2016-07-12,32,66.58,30.11,9,120,10.0
2019-01-12,21,60.24,30.14,0,0,10.0
2018-08-23,29,74.47,30.02,3,130,10.0
2015-02-24,29,45.37,30.02,9,250,10.0
2023-09-24,27,74.14,29.87,3,20,10.0
2022-07-22,29,70.11,30.06,8,110,10.0
2023-12-10,25,69.36,30.13,9,100,10.0
2018-10-27,27,78.78,29.85,9,230,10.0
2019-11-06,26,78.64,30.1,5,90,10.0
2021-05-23,24,60.93,30.15,4,50,10.0
2023-12-29,17,88.01,30.03,3,320,10.0
2019-06-12,27,78.78,29.98,0,0,10.0
2021-03-05,23,56.91,29.94,12,90,10.0
2021-11-25,24,53.58,30.11,3,40,10.0
2020-08-26,28,78.92,29.94,10,80,10.0
2019-04-26,24,83.34,29.96,7,160,10.0
2015-03-11,27,74.14,30.18,14,110,10.0
2022-07-03,31,62.5,30.11,10,110,10.0
2014-08-17,26,88.76,30.07,0,0,10.0
2021-01-05,20,37.35,30.01,4,30,10.0
2018-08-08,32,62.71,30.1,8,150,10.0
2022-11-19,25,69.36,30.16,6,20,10.0
2014-11-15,28,54.58,30.13,9,90,10.0
2019-02-06,19,93.93,30.11,0,0,10.0
2020-09-04,29,83.9,30.0,5,110,7.0
2014-09-03,25,88.68,30.01,0,0,10.0
2015-11-26,23,68.97,30.19,8,50,10.0
2014-05-01,27,78.78,30.06,7,100,10.0
2016-11-09,22,73.29,30.02,5,50,10.0
2021-08-31,25,94.19,29.93,3,60,10.0
2015-08-07,31,62.5,30.0,9,120,10.0
2017-06-28,28,74.3,30.02,3,140,10.0
2023-06-26,25,94.19,29.94,0,0,10.0
2022-08-02,32,59.04,30.05,9,110,10.0
2019-01-04,24,88.6,30.04,6,130,10.0
2018-04-07,21,88.35,29.93,5,110,10.0
2023-05-22,31,62.5,29.93,7,110,10.0
2019-06-08,33,55.81,29.93,9,150,10.0
2016-01-21,13,87.66,30.16,0,0,10.0
2022-10-06,26,65.36,30.03,0,0,10.0
2015-02-04,24,60.93,30.05,9,140,10.0
2020-12-07,23,78.21,29.8,7,260,10.0
2016-05-31,24,88.6,29.91,3,320,10.0
2021-09-18,26,83.57,30.11,0,0,10.0
2021-02-07,22,94.06,29.94,5,120,10.0
2023-11-09,24,78.35,30.01,0,0,10.0
2023-05-14,26,65.36,30.07,10,80,10.0
2014-08-21,33,59.27,30.1,10,130,10.0
2019-03-14,26,69.55,30.09,14,90,10.0
2022-04-23,24,69.16,30.11,10,60,10.0
2015-04-10,29,54.83,30.12,11,120,10.0
2014-07-04,32,59.04,30.14,10,120,10.0
2022-02-15,14,82.14,30.27,3,340,10.0
2016-06-17,29,74.47,30.03,6,250,10.0
2014-01-06,28,61.84,30.0,7,240,10.0
2017-01-11,24,57.15,30.24,13,60,10.0
2023-01-23,22,100.0,30.01,3,180,10.0
2022-11-25,27,83.68,30.06,4,130,10.0
2022-10-01,25,73.8,29.78,0,0,10.0
2019-03-31,22,73.29,30.03,4,120,10.0
2018-03-09,12,54.1,30.15,8,350,10.0
2017-12-04,27,54.33,30.11,9,70,10.0
2021-08-31,25,94.19,29.92,0,0,10.0
2016-08-02,27,94.27,30.04,5,40,7.0
2014-08-29,29,79.06,30.04,3,120,10.0
2014-05-31,26,78.64,30.0,0,0,10.0
2014-12-14,14,62.72,30.06,5,350,10.0
2015-07-23,26,83.57,30.04,0,0,10.0
2021-09-19,31,66.38,30.02,8,100,10.0
2023-09-14,33,55.81,29.87,4,50,10.0
2017-09-20,31,62.5,29.92,8,110,10.0
2014-05-02,26,78.64,29.97,5,140,10.0
2015-07-30,27,83.68,30.01,4,230,10.0
2023-04-14,24,94.15,29.95,5,140,10.0
2020-12-31,27,57.87,30.12,20,110,10.0
2016-04-04,21,73.11,30.03,4,40,10.0
2015-03-06,26,73.97,30.19,6,90,10.0
2021-01-26,26,65.36,30.01,10,130,10.0
2015-10-23,26,65.36,30.06,4,20,10.0
2018-04-07,23,78.21,30.0,7,100,10.0
2022-02-23,23,78.21,30.19,9,110,10.0
2015-01-27,21,24.62,29.99,10,280,10.0
2022-09-19,25,88.68,29.89,0,0,10.0
2019-12-27,27,65.56,30.02,13,120,10.0
2016-04-14,28,54.58,29.98,9,130,10.0
2022-09-04,33,55.81,30.02,7,110,10.0
2018-11-05,26,78.64,30.11,10,90,10.0
2014-09-29,27,83.68,29.91,0,0,10.0
2023-05-03,24,69.16,29.92,8,270,10.0
2017-02-07,24,83.34,29.99,7,150,10.0
2018-01-30,22,83.11,30.02,6,300,10.0
2023-01-02,21,94.02,30.17,3,360,10.0
2017-01-03,27,74.14,30.07,6,170,10.0
2014-06-03,27,61.61,30.06,11,90,10.0
2014-11-12,20,72.94,29.97,5,290,10.0
2022-09-20,31,66.38,29.93,0,0,10.0
2016-01-02,25,83.45,30.09,3,220,10.0
2020-11-18,23,68.97,30.16,6,360,10.0
2017-03-14,24,53.58,29.96,7,310,10.0
2019-07-24,31,70.48,29.98,12,230,10.0
2023-10-06,29,65.98,29.9,4,20,10.0
2023-01-26,23,64.72,30.1,7,320,10.0
2023-08-11,28,78.92,29.98,4,300,10.0
2017-05-06,26,39.06,29.9,7,280,10.0
2022-07-31,30,70.29,30.18,11,100,10.0
2020-01-03,24,83.34,30.05,7,130,10.0
2019-11-12,27,61.61,29.91,6,150,10.0
2018-09-27,28,88.92,30.02,5,40,10.0
2017-10-11,28,74.3,30.0,7,50,10.0
2019-08-04,33,52.52,30.01,7,170,10.0
2023-11-22,23,78.21,30.0,0,0,10.0
2022-05-22,27,78.78,30.13,9,110,10.0
2021-08-31,27,83.68,29.94,0,0,10.0
2020-03-24,29,51.5,30.07,9,160,10.0
2020-10-31,26,88.76,30.01,0,0,10.0
2017-01-27,25,65.15,30.02,3,330,10.0
2018-07-09,27,83.68,30.13,3,20,10.0
2015-03-19,27,57.87,30.07,5,260,10.0
2015-10-12,26,78.64,29.91,3,280,10.0
2014-12-27,26,73.97,30.24,7,140,10.0
2017-01-26,27,50.99,30.05,8,260,10.0
2017-01-18,23,64.72,30.21,4,110,10.0
2016-03-16,28,51.25,30.01,7,120,10.0
2023-05-09,24,83.34,30.01,4,120,10.0
2022-09-08,30,70.29,29.82,0,0,10.0
2019-02-24,24,94.15,30.14,8,180,10.0
2022-11-12,24,100.0,30.01,0,0,9.0
2020-01-03,26,73.97,30.06,6,140,10.0
2018-02-08,23,94.11,30.21,7,90,10.0
2022-05-04,26,78.64,30.04,6,110,10.0
2015-01-23,23,68.97,30.16,12,100,10.0
2021-10-16,31,48.88,29.92,5,300,10.0
2018-09-05,28,88.92,30.06,5,60,10.0
2018-02-17,25,78.5,30.2,8,130,10.0
2018-11-21,24,88.6,30.08,3,290,10.0
2015-04-13,26,78.64,30.12,8,100,10.0
2016-12-16,22,73.29,30.17,0,0,10.0
2015-05-14,26,78.64,30.08,10,120,10.0
2015-03-06,22,94.06,30.13,0,0,10.0
2020-09-20,26,94.23,29.88,3,240,10.0
2019-03-12,21,100.0,30.12,0,0,10.0
2017-07-10,30,66.18,30.07,7,100,10.0
2020-03-20,28,54.58,30.31,14,100,10.0
2021-10-14,30,66.18,29.95,4,70,10.0
2017-11-01,22,60.47,30.09,0,0,10.0
2023-11-06,24,60.93,30.0,5,20,10.0
2014-01-17,11,62.02,30.21,7,340,10.0
2019-10-24,30,66.18,30.02,16,80,10.0
2021-02-22,22,73.29,30.21,13,90,10.0
2022-09-08,27,83.68,29.83,0,0,10.0
2016-09-17,32,55.56,30.06,3,40,10.0
2019-05-21,32,52.27,29.94,13,120,10.0
2020-09-04,29,83.9,30.01,7,100,7.0
2022-12-05,27,54.33,30.03,4,350,10.0
2016-10-14,28,65.77,30.04,10,60,10.0
2015-12-11,23,88.52,29.99,0,0,10.0
2021-04-19,27,83.68,29.94,9,200,10.0
2018-07-18,29,74.47,30.1,3,240,10.0
2018-04-11,24,83.34,30.03,4,180,10.0
2020-01-05,23,78.21,30.1,8,280,10.0
2021-08-11,29,74.47,30.12,7,90,10.0
2014-01-19,9,70.89,30.25,0,0,10.0
2016-01-12,15,93.75,30.09,7,330,6.0
2022-04-17,25,78.5,29.98,4,100,10.0
2023-08-06,31,74.79,30.04,5,180,10.0
2015-02-08,17,67.77,30.13,3,110,10.0
2023-11-27,24,94.15,29.95,3,270,10.0
2017-01-07,26,78.64,30.02,4,130,10.0
2016-11-11,27,50.99,30.08,7,20,10.0
2021-01-03,28,54.58,30.01,8,250,10.0
2015-11-09,26,83.57,30.04,3,110,10.0
2018-11-26,26,78.64,29.94,7,240,10.0
2020-05-27,24,100.0,29.94,3,150,10.0
2023-12-11,21,88.35,29.93,0,0,10.0
2014-12-20,25,57.39,30.09,10,130,10.0
2023-05-02,25,69.36,29.95,0,0,10.0
2022-04-12,26,54.08,30.12,13,100,10.0
2016-07-09,27,83.68,30.06,0,0,10.0
2017-04-26,29,51.5,29.9,10,160,10.0
2021-03-25,24,88.6,30.05,7,140,10.0
2014-10-06,29,62.06,30.05,15,70,10.0
2022-12-16,23,88.52,30.02,8,310,10.0
2019-07-09,25,88.68,29.98,3,170,10.0
2016-05-06,26,39.06,29.89,7,270,10.0
2015-08-29,28,78.92,30.02,8,100,10.0
2019-09-10,33,49.4,30.13,12,60,10.0
2017-06-27,29,70.11,30.03,5,140,10.0
2020-06-02,28,74.3,30.07,8,90,10.0
2023-10-12,29,83.9,29.76,7,180,10.0
2014-01-01,24,78.35,30.15,8,70,10.0
2022-06-17,32,59.04,29.98,9,80,10.0
2016-01-29,16,63.17,30.05,7,310,10.0
2015-02-16,14,87.75,30.15,0,0,10.0
2021-03-24,18,82.63,30.01,0,0,10.0
2020-02-25,23,64.72,30.03,5,140,10.0
2019-03-31,28,51.25,30.01,12,110,10.0
2018-12-25,22,68.77,30.17,4,50,10.0
2018-02-13,24,88.6,30.31,10,90,10.0
2018-01-03,20,100.0,29.9,4,360,5.0
2018-12-03,24,100.0,29.99,4,160,8.0
2023-03-11,24,73.63,29.96,9,250,10.0
2017-04-27,26,83.57,29.89,5,140,10.0
2015-04-16,26,78.64,30.1,7,120,10.0
2018-04-25,23,73.46,29.95,7,310,10.0
2021-09-07,25,94.19,29.97,0,0,10.0
2015-01-03,26,78.64,30.21,10,100,10.0
2014-07-23,27,83.68,30.04,0,0,10.0
2016-02-26,21,43.17,30.15,8,300,10.0
2016-02-27,19,45.63,30.16,6,330,10.0
2020-11-24,24,73.63,30.15,6,20,10.0
2020-12-13,23,78.21,30.07,3,40,10.0
2017-09-05,34,52.77,29.97,10,140,10.0
2017-04-26,28,54.58,29.92,8,130,10.0
2020-01-29,17,82.51,29.93,3,320,10.0
2020-04-21,28,74.3,29.91,6,230,10.0
2015-06-13,29,70.11,30.07,11,70,10.0
2014-12-18,26,47.55,30.07,5,290,10.0
2019-09-10,29,70.11,30.09,14,90,10.0
2016-12-25,28,58.11,30.18,15,90,10.0
2014-11-27,15,54.89,30.19,5,340,10.0
2015-09-18,24,100.0,29.78,0,0,10.0
2018-05-01,25,57.39,30.15,11,80,10.0
2014-07-04,31,62.5,30.15,7,140,10.0
2020-07-11,28,83.79,29.99,5,200,10.0
2014-02-25,26,73.97,30.02,5,270,10.0
2021-07-09,26,78.64,30.14,3,20,10.0
2018-04-06,22,83.11,30.0,4,360,10.0
2020-01-12,26,73.97,30.27,10,100,10.0
2022-08-21,31,70.48,30.08,12,100,10.0
2015-04-23,25,83.45,29.96,0,0,10.0
2016-09-17,27,88.84,30.01,0,0,10.0
2015-03-25,22,94.06,30.1,4,340,3.0
2022-07-15,24,94.15,30.07,0,0,10.0
2019-11-14,27,65.56,30.0,13,110,10.0
2021-12-21,24,88.6,29.95,4,130,10.0
2015-04-17,27,69.74,30.05,8,140,10.0
2015-09-05,26,88.76,29.97,0,0,10.0
2021-07-16,29,70.11,30.07,12,90,10.0
2022-06-14,29,83.9,30.08,0,0,10.0
2018-08-26,26,88.76,30.09,5,60,10.0
2021-12-01,22,64.5,30.14,3,30,10.0
2015-01-03,24,83.34,30.17,9,110,10.0
2020-08-12,31,66.38,29.96,11,120,10.0
2015-03-02,23,78.21,30.24,6,80,10.0
2021-07-18,31,62.5,30.09,10,110,10.0
2017-10-15,32,52.27,30.03,6,130,10.0
2017-03-08,26,50.73,30.31,12,90,10.0
2018-03-13,22,35.4,30.03,0,0,10.0
2023-03-05,31,37.94,30.07,0,0,10.0
2014-11-28,12,66.72,30.21,9,340,10.0
2018-04-06,21,88.35,30.01,0,0,10.0
2021-01-02,24,83.34,30.12,10,140,10.0
2021-05-16,25,61.16,30.09,8,60,10.0
2016-10-17,27,65.56,29.9,7,60,10.0
2019-10-20,28,78.92,29.9,7,160,10.0
2014-11-06,28,54.58,30.06,6,50,10.0
2017-06-24,29,70.11,30.04,8,100,10.0
2022-05-22,28,78.92,30.13,10,100,10.0
2017-03-09,19,82.75,30.21,0,0,10.0
2016-08-03,25,94.19,30.06,7,130,10.0
2019-07-15,30,58.58,30.09,10,60,10.0
2015-05-20,31,45.91,30.01,6,310,10.0
2016-06-01,24,88.6,29.95,4,340,10.0
2020-01-20,21,82.99,30.06,0,0,10.0
2023-11-20,25,69.36,29.94,0,0,10.0
2021-10-07,28,88.92,30.02,7,110,10.0
2020-12-06,22,94.06,29.98,4,320,6.0
2020-08-14,28,83.79,29.96,4,140,10.0
2020-03-14,26,65.36,30.19,10,100,10.0
2017-03-08,23,64.72,30.27,12,110,10.0
2015-07-26,25,88.68,29.95,6,180,10.0
2020-03-21,28,54.58,30.28,11,110,10.0
2016-10-08,28,78.92,29.81,7,240,10.0
2021-10-16,28,69.92,29.98,4,300,10.0
2016-02-04,26,73.97,30.11,10,140,10.0
2021-03-13,22,68.77,30.26,6,40,10.0
2014-12-19,23,56.91,30.03,10,110,10.0
2015-08-19,28,88.92,29.98,4,120,10.0
2020-03-22,28,54.58,30.18,12,110,10.0
2021-03-05,22,37.92,30.01,4,320,10.0
2016-11-06,21,77.92,30.1,0,0,10.0
2018-09-25,31,66.38,30.01,12,110,10.0
2015-01-07,24,83.34,30.2,0,0,10.0
2017-03-11,21,73.11,30.08,5,330,10.0
2018-11-20,26,78.64,30.08,3,130,10.0
2016-11-26,24,64.93,30.06,5,40,10.0
2018-03-06,19,72.76,30.05,0,0,10.0
2022-05-11,20,82.87,29.98,5,330,10.0
2016-01-23,17,82.51,29.83,6,260,10.0
2017-11-17,25,61.16,30.0,10,50,10.0
2015-05-02,22,68.77,29.93,4,330,10.0
2018-05-15,23,100.0,29.93,3,140,10.0
2016-02-01,22,83.11,30.05,4,120,10.0
2020-06-24,30,70.29,30.02,5,130,10.0
2015-03-08,23,78.21,30.15,10,60,10.0
2022-07-18,28,83.79,30.07,4,140,10.0
2014-05-09,26,65.36,30.12,13,110,10.0
2020-04-14,30,66.18,30.08,8,150,10.0
2015-05-14,26,78.64,30.08,6,100,10.0
2021-01-05,17,63.4,30.02,5,350,10.0
2022-09-19,29,74.47,29.96,0,0,10.0
2020-07-12,27,83.68,29.97,3,190,10.0
2021-01-28,24,31.37,30.15,10,350,10.0
2021-11-07,24,57.15,29.97,12,300,10.0
2021-01-09,19,52.28,30.07,4,320,10.0
2019-11-30,21,73.11,30.07,4,340,10.0
2020-08-10,28,78.92,30.07,5,20,10.0
2022-12-12,19,100.0,30.01,3,330,2.0
2016-07-17,31,66.38,30.1,12,80,10.0
2017-03-28,28,51.25,30.03,5,80,10.0
2016-06-24,31,62.5,30.12,7,140,10.0
2015-05-16,25,78.5,30.11,3,80,10.0
2023-10-16,24,53.58,29.86,7,300,10.0
2014-04-10,19,72.76,30.15,3,300,10.0
2018-04-12,21,77.92,30.11,4,340,10.0
2019-02-22,28,65.77,30.15,12,130,10.0
